REId,name_short,req_base_pp,dpp_losses,dkr_losses,dpp_nonctrl,dkr_nonctrl,dpp_capex_adj,dkr_capex_adj,dpp_cable,dkr_cable
REL00944,Linde Energi,-0.2977365212851635,-0.10720697118626887,-1537.9767719816064,-0.18870300548747831,-2704.89933820418,0.16202081801502954,2330.604354394285,0.05484447394429326,788.0693803138856
REL00945,Gotlands Elnät,1.3544567998307944,0.20182802366497388,11351.502280297194,-0.6182928143140476,-34492.79400355813,0.12370941615724718,6952.446546909327,-0.33424544434312864,-18699.28293382065
REL00958,Vimmerby Energi,1.0287047175046249,-0.2902618397319312,-1587.446106994702,0.21165198322463663,1163.3221178575013,0.06480758208682325,355.6878250908512,0.009289761064557034,50.95746937583954
REL00959,Åsele Elnät,-0.06184611610403623,0.18522471904079962,324.85716141598726,0.4421635057845541,777.4860574549261,0.01763094064595183,30.870304144146857,0.06855415985608238,120.09376569283137
REL00965,Sörbylunds Elnät,,,,,,,,,
REL01010,Sandviken Energi,0.8870002514623998,0.13544213876275357,2321.498703269677,-0.34093331517102143,-5815.999599974279,0.1561205146145328,2676.480130875305,0.11572557094887692,1983.1644365676511
REL01012,Brittedals Elnät,1.200307402214662,0.015579820750932782,111.53155713619708,0.4013721653025826,2884.3502376886136,0.046217157245864726,330.95641045005505,-0.17632553477429092,-1259.8593761773382
REL03009,Dala Energi,1.0506910386070656,0.12109600800533915,4154.413269264129,-0.0235646171912407,-807.2634695335946,-0.21007824602976566,-7183.402808723822,-0.057519377770942626,-1969.8012092241916
REL03015,Falu Elnät,1.2298116725237396,0.18024520230444097,5463.043505318543,-0.3518202097304357,-10607.063473841696,-0.16082681858369252,-4857.997036752946,-0.018263320607903033,-552.4511305710985
REL03016,Vaggeryds Elverk,-0.43162308554863804,0.026679593077205688,176.77584107974826,-0.054816441224003754,-362.91076485995336,0.04605501151337954,305.2143399155234,0.16174828239505779,1073.1767413049843
REL03019,Trelleborgs Elnät,1.3487325567904218,0.002342310094838318,39.754382368828374,-0.06739413604135436,-1143.0412558376665,0.1682768234076315,2860.7553703456033,0.10424472138810259,1771.0640722292046
REL03028,E.ON,0.1769054350011734,0.13193506758721885,134036.1504932776,0.4698472116424268,478943.83581464645,-0.1678975740726507,-170061.1527429729,-0.006123461810281228,-6212.403647218802
REL03030,Vattenfall,0.6270263625434369,0.22526953217643086,215269.71531169605,0.22458342115145857,214612.59319725446,-0.18707337640457844,-178035.77922273992,0.14285561224127719,136402.07869454368
REL03035,Ellevio,0.21503420637982718,0.16861564573364962,122172.68000396076,0.05115432684730248,37021.07499136872,0.2204851947120945,159838.2394415339,-0.011926802688000393,-8626.150329338707
REL03038,Lidköping Elnät,0.055854545992839455,0.11147810702460959,2159.8330194653913,-0.5422940727654812,-10438.232086960046,0.1000615679361827,1938.421986898787,-0.23195300389331486,-4478.571442554454
REL03041,Hjo Elnät,0.7747074491046391,-0.10457512855113205,-335.8796430179318,0.3979127810150196,1284.4493859867225,-0.2810699592533883,-901.1688305215125,-0.06178582580818048,-198.5314180315404
